code	name_en
1095	CITY GIRLS BLEACH SACHET MIX POUCH
1096	CITY GIRLS FACE WASH MIX
1097	CITY GIRLS SKIN POLISH SACHET KIT
1098	CITY GIRLS FINGER WAX LEMON
1099	CITY GIRLS MANIPEDI CURE KIT
1100	CITY GIRLS HAND ND FOOT BLEACH
1101	CITY GIRLS ICE BLEACH SACHET
1102	CITY GIRLS BLEACH CHARCOL 2 IN 1
1103	CITY GIRLS SKIN POLISH BOTEL MIX
1104	CITY GIRLS MULTANI MATTI SACHET
1105	CITY GIRLS FACIAL TUBE 24K GOLD DUST
