sector	code	name
Layyah	1541	BACHAT MART DHQ ROAD LAYYAH
Layyah	1357	BALOCH BAKERS LALI LAL ROAD LAYYAH
Layyah	1080	BHUTTA TRADERS
Layyah	1102	BIG BOSS HAIR DRESER
Layyah	1285	BILLAL G/S ANARKALI BAZAR
Layyah	1650	BIN ZAIN S/S CHOUBRA ROAD
Layyah	1507	BODLA BAKERS LAB E NELAM LAYYAH
Layyah	1356	CH SARWAR SHB NEAR LAYYAH MINOR
Layyah	1705	CHAND SHOPPING CENTER BARRA MARKEET
Layyah	1078	CHOHAN G/S
Layyah	1490	CITY PLUS PHARMACY
Layyah	1281	D SALOON EMPLOYES
Layyah	1458	DECENT BEATY PARLOUR EMPLOYES
Layyah	1298	DIlBER ASHRAF G/S MAIN BAZAR LAYYAH
Layyah	1082	DRUG MART
Layyah	1374	FAIMLY MART STORE FAIZ CHOWKE
Layyah	1549	FAROOQ G/S LALI LAL ROAD LAYYAH
Layyah	1579	FAROOQ K/S EID GHA ROAD
Layyah	1091	FAZAL E RABI S/S TDA COLONY
Layyah	1526	FOUJI GARMENTS ANAR KALI BAZAR
Layyah	1052	GHAURI SHOPING CENTER
Layyah	1783	GHAZI PHARMACY EID GHA CHOWK
Layyah	1534	GHILANI S/S CHOUBRA ROAD LAYYAH
Layyah	1792	GLAXY STORE ASLAM MOOR LAYYAH
Layyah	1576	GNS PHARMACY EID GHA ROAD
Layyah	1400	GREEN DEPARTMENTEL STOR COLLEGE ROAD
Layyah	1040	GUL SHOPING CENTER SAJID
Layyah	1255	GULBERG G/S MAIN BAZAR
Layyah	1269	HABIB MART OPST BLOCH TARMINAL
Layyah	1773	HAMAD PHERMECY EID GHA ROAD
Layyah	1074	HAMZA S/S
Layyah	1619	HARIS MEDICAL STORE CHOBARA ROAD NEAR OLKH
Layyah	1720	HAROON G.S C/O ADAN BILAL LAYYAH
Layyah	1703	HASSEB BODLA ND BAKERS EID GHA ROAD
Layyah	1397	HEERA SHOPING CENTER LAYYAH BATISH MARKEET
Layyah	1262	HUMA TRADERS
Layyah	1232	HUMZA G/S ANAR KALI BAZAR GG
Layyah	1227	IMRAN TRADERS
Layyah	1368	IMRAN TRADERS FATHE PUR
Layyah	1798	IQBAL CHOHAN SADAR BAZAR LAYYAH
Layyah	1611	ISLAM PHARMECY EID GHA ROAD
Layyah	1310	JAVEED G/S TAILNDUS
Layyah	1363	KAMRAN K/S CH NO 6
Layyah	1077	KARGIL S/S
Layyah	1015	KHALID SHOPING CENTER
Layyah	1022	KHAN BROTHERS G/S
Layyah	1370	KHAN M/S NEAR MC HIGH SCHOOL LAYYAH
Layyah	1253	KHAN MINI MARYT MOHALLAH GUJAR WALA
Layyah	1767	KHAN S/S LAB E NELAM
Layyah	1766	KHAN SWEETS BAIL CHOKE LAYYAH
Layyah	1671	LALA SWEETS EID GHA ROAD
Layyah	1790	LASHARI TRADERS ABDUL REHMAN SHB KOT ADU
Layyah	1601	LAYYAH SWEETS LARI ADDA
Layyah	1679	LUCKY SALE POINT ALI HS SY AGY
Layyah	1224	MADINA S/S HOUSING COLONY
Layyah	1012	MAJID TRADERS
Layyah	1341	MALIK G.S BAZAR
Layyah	1670	MALIK H.S EID GHA ROAD
Layyah	1614	MALIK SAJJAD H/S EID GHA ROAD
Layyah	1771	MALL OF LAYYAH EMPLOYEES COLONY
Layyah	1613	MANZOOR KHASS K.S EID GHA ROAD
Layyah	1779	MASOOD M/S SHAMMA COLLEGE ROAD LAYYAH
Layyah	1801	MEEZAB G.S BATISH MARKEET
Layyah	1630	MEHBOOB M/C LABE NELAM PULL
Layyah	1100	MEHBOOB S/S HOUSING COLONY
Layyah	1069	MEHMOOD MEDICAL STORE
Layyah	1372	MOAZAM TRADERS LALI LAL ROAD
Layyah	1719	MOHAMMADI PANSAR STORE CHOBARA ROAD
Layyah	1595	MUDASIR H/S LALI LAL ROAD 03127706829
Layyah	1571	MULTI ZARI STORE MAIN BAZAR
Layyah	1785	MUNEER S/S MODEL BAZAR LAYYAH
Layyah	1503	MURTZA GARMENTS
Layyah	1713	MUSLIM PANSAR STORE ND KARYANA CHOBARA ROAD
Layyah	1064	MUZAMIL FAMILY STORE
Layyah	1661	NAD E ALI PHARMECY & DPT STORE KAZMI CHOKE
Layyah	1708	NEEZAMMI TRDERS MAIN BAZAR LAYYAH
Layyah	1791	NEW AL HAMAD G.S IQBAL SHB
Layyah	1049	NEW AL HARAM CHORI STORE
Layyah	1709	NEW APNA MART KROR LALI ESAN
Layyah	1794	NEW AWAN MART JINNAH GARDEN LAYYAH
Layyah	1041	NEW GULBERG SHOPING CENTER ASIF
Layyah	1799	NEW MAJID G.S NEAR CINAMA ROAD
Layyah	1605	NEW MOAZ COSMETICS STORE SADER BAZAR
Layyah	1477	NEW TARIQ SWEETS FAIZ CHOKE
Layyah	1309	NIGHAT B/P MOHALLAH SHEKHO WALA
Layyah	1768	NIZAMI G/S MAIN BAZAR LAYYAH ( A ) RANGE
Layyah	1024	NIZAMI G/S MAIN BAZAR LAYYAH ( B ) RANGE
Layyah	1565	NOOR E HIRA K/S KALLMA CHOWK LAYYAH
Layyah	1070	NUMAN MART
Layyah	1086	OLAKH S/S
Layyah	1087	ON WAY SWEETS
Layyah	1378	ON WAY SWEETS COLLEGE ROAD MATLOB SHB
Layyah	1505	PC WORLD SHOPPING MALL LAYYAH
Layyah	1039	PUNJAB G/S
Layyah	1332	PUNJAB K/S CHOBARA ROAD
Layyah	1436	PUNJAB PHARMECY SHAMMA PLAZA NEAR DHQ
Layyah	1465	QADEER KHAN G.S MAIN ROAD
Layyah	1446	QALANDRI SHOPING CENTER ANAR KALI BAZAR LAYYAH
Layyah	1795	QUICK MART FAIZ CHOKE
Layyah	1307	R.B UNIFORM NEAR ZONG FRNCHZE CHOBARA ROAD
Layyah	1591	REHAN ISMAIL S/S CHUNGI NO 10
Layyah	1045	RIZWAN G/S
Layyah	1547	SARDAR G COSMETIC SADAR BAZAR LAYYAH
Layyah	1094	SEHAR SHOPING CENTER MANZOR ABAD
Layyah	1430	SH QAMAR SHB G.S JANOBI BAZAR LAYYAH
Layyah	1689	SH TARIQ KARYANA LAYYAH
Layyah	1300	SHAHBAZ S/S GLI MUNERA BANO
Layyah	1545	SHAHI SWEETS ASLAM MOOR
Layyah	1499	SHAHI SWEETS LARI ADDA
Layyah	1489	SHAHID G.S BAZAR MOOR
Layyah	1333	SHAIR ALI HAIR DRES CINEMA ROAD LAYYAH
Layyah	1014	SHAKIL KHAN G/S
Layyah	1019	SHALIMAR G/S
Layyah	1617	SHALIMAR SWEETS CHOBARA ROAD
Layyah	1235	SHANI BANGLE STORE ANAR KALI BAZAR
Layyah	1260	SHE SHOP ANAR KAL BAZAR LAYYAH
Layyah	1535	SHEHZAD G.S ANARKALI BAZAR LAYYAH
Layyah	1612	SHEHZAD K.S CHOBARA ROAD LAYYAH
Layyah	1515	SKINDER G.S FATEHPOOR
Layyah	1468	SULTAN G.S NEAR CITY THANA GLI GIRLS SCHOOL
Layyah	1788	SULTAN PHARMECY NEAR DHQ
Layyah	1542	SUNDAS G/S KOTADU 03316002059
Layyah	1698	SWEETS PALACE ASLAM MOOR LAYYAH
Layyah	1564	TALHA S/S EID GHA ROAD LAYYAH
Layyah	1083	TARIQ SWEETS CHOBARA ROAD
Layyah	1522	TARIQ SWEETS FAIZ CHOKE
Layyah	1098	TARIQ SWEETS NEAR DHQ
Layyah	1010	TARIQ TRADERS
Layyah	1697	TAWAKAL SWEETS ND BAKERS LALI LAL ROAD
Layyah	1663	TUFAIL MOBILER
Layyah	1707	UMER COSMETICS JAHAN SHAH ROAD LAYYAH
Layyah	1695	UNIVERSAL M/S LARI ADDA
Layyah	1016	USAMA G/S
Layyah	1659	USMAN K/S FAIZ CHOWK
Layyah	1090	VICKY S/S T D A COLONY
Layyah	1379	WARAICH CASH ND CARRY THANA SADAR ROAD LAYYAH
Layyah	1623	WARAICH MAZHER SWEETS LARI ADDA
Layyah	1105	WARAICH SWEETS LARI ADA (AFZAL)
Layyah	1789	WARAICH SWEETS LARI ADDA QAMAR BHAI
Layyah	1042	WELCOME SHOPING CENTER
Layyah	1092	WORLD STYLE HAIR DRESER
Layyah	1645	ZAM ZAM SUPER STORE CHOUBRA ROAD
Layyah	1481	ZEE MART NEAR T.D.A CHOKE
Layyah C	1730	AB GHOSIA BATISH MARKEET RANGE C
Layyah C	1748	AB KARYANA STORE HUSANI CHKE RANGE C
Layyah C	1746	ABDUL AZIZ K/S JANOBI BAZAR RANGE C
Layyah C	1764	AL MADINA K/S YASIR CHOBARA ROAD
Layyah C	1662	AL QAIM G.S KOTLA HAJI SHAH
Layyah C	1756	AL QAIM S/S KOTLA HAJI SHAH
Layyah C	1743	ALI BABA SWEETS SABZI MMANDI RANGE C
Layyah C	1729	ALI G/S & WHOLE SALLER RANGE C
Layyah C	1757	AMIR DEPARTMENTLE STORE THANA SADR ROAD RANGE C
Layyah C	1751	BEST ONE NOMAN MART HUSAANI CHOKE
Layyah C	1738	BHUTTA TRADERS RANGE C
Layyah C	1725	FAROOQ G/S LALI LAL ROAD RANGE C
Layyah C	1744	GHILANI TADERS KALMA CHOKE LAYYAH
Layyah C	1745	GHOSIA SWEETS KALMA CHOKE SY AGY
Layyah C	1758	GUL SHOPING CENTER SAJID RANGE C
Layyah C	1759	HABIB ULLAH K/S MAIN ROAD JMN SHAH RANGE C
Layyah C	1736	IMAN TRADERS SABZI MANDI RANGE C
Layyah C	1731	IMRAN S/C GHOURI K SATH RANGE C
Layyah C	1787	IQRAR ANSARI MANI ROAD RANGE C
Layyah C	1610	ISLAM MART BAZAR MOR RANGE C
Layyah C	1734	JAMEEL KHAN SABZI MANDI RANGE C
Layyah C	1741	KHALID SHOPING CENTER C RANGE
Layyah C	1740	KHAN BROTHERS G/S RANGE C
Layyah C	1724	KHAN SWEETS EID GHA ROAD RANGE C
Layyah C	1721	MAJID TRADERS LALI LAL ROAD LAYYAH C
Layyah C	1732	MEHBOOB K/S JANOBI BAZAR RANGE C
Layyah C	1739	MEHBOOB S/S HOUSING COLONY RANGE C
Layyah C	1754	MIRZA SWEETS ASLAM MOOR RANGE C
Layyah C	1726	MOAZAM TRADERS LALI LAL ROAD RANGE C
Layyah C	1722	MUZAMIL BAKERS ASLAM MOOR RANGE C
Layyah C	1723	MUZAMIL FAMILY STORE RANGE C
Layyah C	1750	NIZAMI G/S MAIN BAZAR LAYYAH ( C ) RANGE
Layyah C	1733	ON WAY SWEETS COLLEGE ROAD RANGE C
Layyah C	1735	PATHAN BHAI SABZI MANDI RANGE C
Layyah C	1742	PUNJAB G/S BAZAR RANGE C
Layyah C	1753	SAMI ULLAH G.S LALI LAL ROAD LAYYAH RANGE C
Layyah C	1727	SHAKEEL KHAN G.S RANGE C
Layyah C	1737	SHAZAD K.S CHOBARA ROAD RANGE C
Layyah C	1728	USAMA G/S RANGE C
Layyah C	1755	YASEEN K.S KAMO KAMIL RANGE C
